gp_naturepieceg;gp_souche;gp_numero;gp_datepiece;gp_tiers;gp_representant;gp_totalht;gp_totalttc
FAC;;VTE/2021/04478;03/08/2021;ENGIEHOM57;LEONE;774,37;929,24
FAC;;VTE/2021/04479;03/08/2021;SERTECHK56;LESUR;435,0;522,0
FAC;;VTE/2021/04480;03/08/2021;SOLOGNEKAR;JOBBI;460,0;552,0
FAC;;VTE/2021/04481;03/08/2021;SMEDA;LELEU;148,7;178,44
FAC;;VTE/2021/04482;03/08/2021;FENWICKILL;MODRY;114,15;136,98
FAC;;VTE/2021/04483;03/08/2021;MAIMOLSHE;DEVAL;663,98;796,78
FAC;;VTE/2021/04484;03/08/2021;JMBBRICO68;WURTZ;584,1;700,91
FAC;;VTE/2021/04485;03/08/2021;PROMAN24;MENIRI;426,58;511,89
FAC;;VTE/2021/04486;03/08/2021;BRICOHES68;WURTZ;1353,78;1624,52
FAC;;VTE/2021/04487;03/08/2021;SADEMOALLO;DONNE;507,33;608,8
FAC;;VTE/2021/04488;03/08/2021;LERATLAV67;LUTZ;225,98;271,17
FAC;;VTE/2021/04489;03/08/2021;ORANGEME34;DUMON;98,0;117,6
FAC;;VTE/2021/04490;03/08/2021;A2MICIL59;EVRARD;587,67;705,21
FAC;;VTE/2021/05862;25/10/2021;E2CLIEVIN;EVRARD;175,1;210,12
FAC;;VTE/2021/05863;25/10/2021;SRTMBOIS45;DOSSA;264,53;317,44
FAC;;VTE/2021/05864;25/10/2021;CERPROUEN;LELEU;658,8;790,56
FAC;;VTE/2021/05865;25/10/2021;STECHPLA22;BESCO;331,75;398,1
FAC;;VTE/2021/05866;25/10/2021;APIRESTA34;DUMON;253,69;304,43
FAC;;VTE/2021/05867;25/10/2021;BOUSSETON;MENIRI;216,86;260,23
FAC;;VTE/2021/05868;25/10/2021;MAILESTERP;MENIRI;248,88;298,66
FAC;;VTE/2021/05869;25/10/2021;CITEOSTE34;DUMON;259,26;311,11
FAC;;VTE/2021/05870;25/10/2021;MAISTCYRL;JOBBI;428,65;514,38
FAC;;VTE/2021/05871;25/10/2021;ESTUYIND68;WURTZ;79,8;95,76
FAC;;VTE/2021/05872;25/10/2021;CHARIERREN;BESCO;402,8;483,36
FAC;;VTE/2021/05873;25/10/2021;CEABAGNOLS;CDESUDEST;1534,07;1840,88
FAC;;VTE/2021/05874;25/10/2021;EUROVICL45;DOSSA;364,5;437,4
FAC;;VTE/2021/05875;25/10/2021;HANTSCH;DEVAL;1489,8;1787,76
FAC;;VTE/2021/05876;25/10/2021;INCOMMAR33;SAID;4475,19;5370,23
FAC;;VTE/2021/04491;03/08/2021;PHARMDEL59;EVRARD;223,6;268,32
FAC;;VTE/2021/04492;03/08/2021;MAIBERNARD;MODRY;205,11;246,13
FAC;;VTE/2021/04493;03/08/2021;SKYWORK;DOSSA;165,63;198,76
FAC;;VTE/2021/04494;03/08/2021;BOISIERE27;LELEU;170,12;204,14
FAC;;VTE/2021/04495;03/08/2021;GERIATDA40;SAID;156,0;187,2
FAC;;VTE/2021/04496;03/08/2021;TECHNISOUD;LUTZ;263,0;315,6
FAC;;VTE/2021/04497;03/08/2021;HOTELBATTE;WURTZ;478,1;573,72
FAC;;VTE/2021/04498;03/08/2021;LABOFEHR;WEISS;397,3;476,76
FAC;;VTE/2021/04499;03/08/2021;IAGEGEOM34;DUMON;149,02;178,82
FAC;;VTE/2021/04500;03/08/2021;MAIMARTR31;SAID;273,77;328,52
FAC;;VTE/2021/04501;03/08/2021;BRAJAVESIG;LUKOW;533,0;639,6
FAC;;VTE/2021/04502;03/08/2021;AUTELECD76;LELEU;256,5;307,8
FAC;;VTE/2021/04503;03/08/2021;MAISTNLADA;DUMON;247,41;296,9
FAC;;VTE/2021/04504;03/08/2021;CLIVETKE56;LESUR;231,59;277,91
FAC;;VTE/2021/04505;03/08/2021;RIVMARHO06;HESS;364,4;437,28
FAC;;VTE/2021/04506;03/08/2021;KRYSBESA25;DELBA;154,0;184,8
FAC;;VTE/2021/04507;03/08/2021;MAIFONTE76;HESS;138,71;166,45
FAC;;VTE/2021/04508;03/08/2021;MINISTJUST;BOUL;292,8;351,36
FAC;;VTE/2021/05877;25/10/2021;ADVISA;MODRY;651,59;781,91
FAC;;VTE/2021/05878;25/10/2021;BOUCHEDEBO;MENIRI;224,0;268,8
FAC;;VTE/2021/05879;25/10/2021;FBOUCHET74;DONNE;115,7;138,84
FAC;;VTE/2021/05880;25/10/2021;STSTNOFF56;LESUR;464,15;556,98
FAC;;VTE/2021/05881;25/10/2021;ATYPICCU34;DUMON;110,34;132,41
FAC;;VTE/2021/05882;25/10/2021;MAIRBOUE02;SAIDI;131,0;157,2
FAC;;VTE/2021/05883;25/10/2021;BOUDANPL31;AMSEL;147,62;177,14
FAC;;VTE/2021/05884;25/10/2021;VALLETBB68;WURTZ;273,62;328,34
FAC;;VTE/2021/05885;25/10/2021;VETELIEVEN;DELBA;110,0;132,0
FAC;;VTE/2021/05886;25/10/2021;OLIGER;ADLER;75,0;90,0
FAC;;VTE/2021/05887;25/10/2021;OPTIC2000W;ADLER;110,5;132,6
FAC;;VTE/2021/05888;25/10/2021;CABFROZEL;DELBA;142,85;171,42
FAC;;VTE/2021/05889;26/10/2021;LABOBENBER;ADLER;136,0;163,2
FAC;;VTE/2021/05890;26/10/2021;CIMMGAZ28;HESS;234,0;280,8
FAC;;VTE/2021/05891;26/10/2021;CLIRECH;DECRO;115,0;138,0
FAC;;VTE/2021/04509;03/08/2021;EBENFRIEDE;ADLER;96,45;115,74
FAC;;VTE/2021/04510;04/08/2021;ESMUNDOLSH;DEVAL;1354,0;1624,8
FAC;;VTE/2021/04511;04/08/2021;RESTPONTCO;GASSM;253,6;304,32
FAC;;VTE/2021/04512;04/08/2021;OPTIMESCHE;GASSM;342,0;410,4
FAC;;VTE/2021/04513;04/08/2021;SYSTEN;LEYME;203,4;244,08
FAC;;VTE/2021/04514;04/08/2021;THIERSAUTO;HESS;98,92;118,7
FAC;;VTE/2021/04515;04/08/2021;INITILMS59;HESS;191,1;229,32
FAC;;VTE/2021/04516;04/08/2021;GARAHELMCH;GASSM;460,8;552,96
FAC;;VTE/2021/04517;04/08/2021;KENTELLO56;LESUR;160,0;192,0
FAC;;VTE/2021/04518;04/08/2021;PANAVITORC;DECRO;493,68;592,41
FAC;;VTE/2021/04519;04/08/2021;CCBEAUCHA;KHAJJ;542,7;651,24
FAC;;VTE/2021/04520;04/08/2021;LABOCAEN;LELEU;246,9;296,28
FAC;;VTE/2021/04521;04/08/2021;SALTMARTIG;CDESUDEST;1656,5;1987,8
FAC;;VTE/2021/04522;04/08/2021;MAIANNEMA;DONNE;1932,05;2318,46
FAC;;VTE/2021/04523;04/08/2021;SPEGSTQUEN;SAIDI;296,0;355,2
FAC;;VTE/2021/04524;04/08/2021;DRAINENT02;SAIDI;194,0;232,8
FAC;;VTE/2021/04525;04/08/2021;PHARCANT68;WURTZ;246,0;295,2
FAC;;VTE/2021/04824;08/09/2021;BIOLARAM31;AMSEL;104,21;125,05
FAC;;VTE/2021/04526;04/08/2021;COMMUBEAUC;DOSSA;274,4;329,28
FAC;;VTE/2021/04527;04/08/2021;MAIROUSS57;LEONE;243,78;292,53
FAC;;VTE/2021/04528;04/08/2021;BIOCEVALCO;LESUR;353,52;424,22
FAC;;VTE/2021/04529;04/08/2021;PEUGEOTMET;LEONE;246,5;295,8
FAC;;VTE/2021/04530;05/08/2021;TILMATSS57;LEONE;1766,74;2120,08
FAC;;VTE/2021/04531;05/08/2021;SCHNELLSCH;LUTZ;342,0;410,4
FAC;;VTE/2021/04532;05/08/2021;CAANASSU57;LEONE;465,55;558,67
FAC;;VTE/2021/04533;05/08/2021;OCPSTOMER;BLASS;472,21;566,65
FAC;;VTE/2021/04534;05/08/2021;CIPD;HELIN;103,33;123,98
FAC;;VTE/2021/04535;05/08/2021;INFCHOISY;DELBA;162,35;194,82
FAC;;VTE/2021/04536;05/08/2021;SUPERGREIF;GASSM;131,25;157,5
FAC;;VTE/2021/04537;05/08/2021;COTEGALE76;DELBA;114,45;137,34
FAC;;VTE/2021/04538;05/08/2021;C4M;HESS;98,07;117,68
FAC;;VTE/2021/04539;05/08/2021;JARDINSATL;GASSM;659,48;791,38
FAC;;VTE/2021/04540;10/08/2021;AUPTITBO45;DOSSA;402,81;483,38
FAC;;VTE/2021/04541;10/08/2021;JAOULGAN34;DUMON;245,14;294,16
FAC;;VTE/2021/04542;10/08/2021;BIOCOOPT31;AMSEL;126,54;151,84
FAC;;VTE/2021/05892;26/10/2021;MUHLBERGER;ADLER;138,29;165,95
FAC;;VTE/2021/05893;26/10/2021;BOULDUJARD;DELBA;211,0;253,2
FAC;;VTE/2021/05894;26/10/2021;RUELLE;DELBA;217,91;261,49
FAC;;VTE/2021/05895;26/10/2021;ASCOT;HESS;190,7;228,84
FAC;;VTE/2021/05896;26/10/2021;PATISHELFE;ADLER;163,0;195,6
FAC;;VTE/2021/05897;26/10/2021;CEAUER;ADLER;150,07;180,08
FAC;;VTE/2021/05898;26/10/2021;AUVIADUC;DECRO;194,8;233,76
FAC;;VTE/2021/05899;26/10/2021;CHAUFLAURE;DECRO;151,0;181,2
FAC;;VTE/2021/05900;26/10/2021;LAPIOCHE;HESS;163,0;195,6
FAC;;VTE/2021/05901;26/10/2021;CABPIDELLO;DECRO;148,4;178,08
FAC;;VTE/2021/05902;26/10/2021;MARVACAB14;DECRO;156,0;187,2
FAC;;VTE/2021/05903;26/10/2021;DECORMARCQ;HESS;148,4;178,08
FAC;;VTE/2021/05904;26/10/2021;GENTELCA59;HESS;154,0;184,8
FAC;;VTE/2021/05905;26/10/2021;DOLLARSAUT;DECRO;235,0;282,0
FAC;;VTE/2021/05906;26/10/2021;GEODEBST73;DECRO;177,2;212,64
FAC;;VTE/2021/04543;10/08/2021;SANDVIK;CDESUDEST;4894,68;5873,62
FAC;;VTE/2021/04544;10/08/2021;PORTCAMARG;CDESUDEST;679,44;815,33
FAC;;VTE/2021/04545;10/08/2021;CERSTECROI;WEISS;492,25;590,7
FAC;;VTE/2021/05907;26/10/2021;LAFRITEDOR;HESS;99,6;119,52
FAC;;VTE/2021/05908;26/10/2021;MAIEPINAY;ZMUDA;524,22;629,06
FAC;;VTE/2021/05909;26/10/2021;AVENIRLIMO;DECRO;430,0;516,0
FAC;;VTE/2021/05910;26/10/2021;BWHOTRIS91;DELBA;95,1;114,12
FAC;;VTE/2021/05911;26/10/2021;VMSIMALUCO;ADLER;165,9;199,08
FAC;;VTE/2021/05912;26/10/2021;SOTRABAS;LOYERJ;271,5;325,8
FAC;;VTE/2021/05913;26/10/2021;PHASICS91;DELBA;290,52;348,62
FAC;;VTE/2021/05914;26/10/2021;TRADTECHNO;ZMUDA;93,75;112,5
FAC;;VTE/2021/05915;26/10/2021;LINOTAPI25;HELIN;97,2;116,64
FAC;;VTE/2021/05916;26/10/2021;GARALESM04;DECRO;203,4;244,08
FAC;;VTE/2021/05917;26/10/2021;ACBAFACA68;ADLER;77,1;92,52
FAC;;VTE/2021/05918;26/10/2021;ALES;HELIN;180,54;216,65
FAC;;VTE/2021/05919;26/10/2021;GARAQUINZE;GASSM;207,0;248,4
FAC;;VTE/2021/05920;26/10/2021;HBMFYONN77;DELBA;137,77;165,32
FAC;;VTE/2021/05921;26/10/2021;PEVELECL59;HESS;97,14;116,57
FAC;;VTE/2021/05922;26/10/2021;PARFLHOMME;GASSM;857,6;1029,12
FAC;;VTE/2021/05923;26/10/2021;VILVERT;HELIN;286,9;344,28
FAC;;VTE/2021/05924;26/10/2021;YCAPASMA75;BOUL;350,15;420,18
FAC;;VTE/2021/05925;26/10/2021;FOUBERTA75;HELIN;205,7;246,84
FAC;;VTE/2021/05926;26/10/2021;NJMINIMARK;HELIN;91,8;110,16
FAC;;VTE/2021/05927;26/10/2021;SFI;ADLER;126,73;152,08
FAC;;VTE/2021/05928;26/10/2021;MAIMARFOR;HELIN;171,0;205,2
FAC;;VTE/2021/05929;26/10/2021;STUDMRG94;HELIN;101,46;121,75
FAC;;VTE/2021/05930;26/10/2021;SAEMALES30;ADLER;207,36;248,83
FAC;;VTE/2021/05931;26/10/2021;SQUIMBRE59;LOYERJ;218,71;262,45
FAC;;VTE/2021/05933;27/10/2021;NOMIOSBB92;DELBA;765,72;918,86
FAC;;VTE/2021/04652;01/09/2021;DIRINTER;LELEU;494,05;592,86
FAC;;VTE/2021/05941;27/10/2021;ATSPUSIG69;CORIAT;420,84;505,01
FAC;;VTE/2021/05942;27/10/2021;NOTAIREPAU;SAID;1315,36;1578,43
FAC;;VTE/2021/05943;27/10/2021;CEDEOLOR56;LESUR;244,87;293,84
FAC;;VTE/2021/05944;27/10/2021;DAHERSTJUL;JOBBI;434,7;521,64
FAC;;VTE/2021/05945;27/10/2021;CEABAGNOLS;CDESUDEST;483,49;580,19
FAC;;VTE/2021/05946;27/10/2021;MAILEPONTE;LUKOW;187,32;224,78
FAC;;VTE/2021/05947;27/10/2021;TERREALBLA;MENIRI;1365,89;1639,07
FAC;;VTE/2021/05948;27/10/2021;TENDANGR31;AMSEL;327,55;393,06
FAC;;VTE/2021/05949;27/10/2021;MAIBERNEUI;MENIRI;213,86;256,63
FAC;;VTE/2021/05950;27/10/2021;MAISAVILED;MENIRI;441,34;529,61
FAC;;VTE/2021/05952;27/10/2021;MAIINGWIL;DEVAL;506,65;607,98
FAC;;VTE/2021/05953;27/10/2021;CHECKPOI45;DOSSA;96,9;116,28
FAC;;VTE/2021/05954;27/10/2021;BCMATMUM68;WEISS;125,69;150,83
FAC;;VTE/2021/05955;27/10/2021;MAIBERGHEI;WEISS;141,6;169,92
FAC;;VTE/2021/05957;27/10/2021;HYPERUPL22;BESCO;468,85;562,62
FAC;;VTE/2021/05958;27/10/2021;OGECDAMVIL;LELEU;316,8;380,16
FAC;;VTE/2021/05959;27/10/2021;MAIBOUXWI;DEVAL;318,84;382,61
FAC;;VTE/2021/05960;27/10/2021;SERMESCABL;LUTZ;915,02;1098,02
FAC;;VTE/2021/05961;27/10/2021;MAIMESNI27;LELEU;228,72;274,46
FAC;;VTE/2021/05962;27/10/2021;PHARMACHAL;MENIRI;272,0;326,4
FAC;;VTE/2021/05963;27/10/2021;CAPFERME22;BESCO;276,55;331,86
FAC;;VTE/2021/05964;27/10/2021;ENTREMONT;LESUR;533,0;639,6
FAC;;VTE/2021/05965;27/10/2021;ALLOGASTO45;DOSSA;129,6;155,52
FAC;;VTE/2021/05966;27/10/2021;CARROMERIC;EVRARD;843,0;1011,6
FAC;;VTE/2021/05967;27/10/2021;SIVOS80;SAIDI;117,5;141,0
FAC;;VTE/2021/04566;30/08/2021;NORDMAINT;DELBA;92,7;111,24
FAC;;VTE/2021/04568;30/08/2021;PAPRECGA28;DELBA;956,01;1147,21
FAC;;VTE/2021/04569;30/08/2021;RESTSTMA94;BOUL;82,15;98,58
FAC;;VTE/2021/04570;30/08/2021;MRGALTIER;DELBA;181,0;217,2
FAC;;VTE/2021/04571;30/08/2021;BURETSER67;ZMUDA;178,4;214,08
FAC;;VTE/2021/04572;30/08/2021;STEZIMMERM;GASSM;235,55;282,66
FAC;;VTE/2021/04573;30/08/2021;KINEBOURGU;ZMUDA;126,75;152,09
FAC;;VTE/2021/04574;30/08/2021;RYNCKLAV77;HESS;93,25;111,9
FAC;;VTE/2021/04575;30/08/2021;CIDRERIE14;BOUL;194,7;233,64
FAC;;VTE/2021/04576;30/08/2021;CARTIERR21;KHAJJ;75,6;90,72
FAC;;VTE/2021/04577;30/08/2021;SUDEVASION;DELBA;110,4;132,48
FAC;;VTE/2021/04578;30/08/2021;FBIFONTENA;HELIN;1174,94;1409,93
FAC;;VTE/2021/04579;30/08/2021;BOGAERTETC;HESS;209,92;251,9
FAC;;VTE/2021/05969;27/10/2021;MAISPRADO;CORIAT;2068,0;2481,6
FAC;;VTE/2021/05970;27/10/2021;MAILETRIAD;DUMON;323,51;388,21
FAC;;VTE/2021/05971;27/10/2021;LOXAMREN22;BESCO;192,55;231,06
FAC;;VTE/2021/05972;27/10/2021;SAEAVIGNON;LUKOW;278,0;333,6
FAC;;VTE/2021/05973;27/10/2021;MAINOMAI59;EVRARD;408,34;490,01
FAC;;VTE/2021/05974;27/10/2021;CCASGRIESH;MODRY;185,42;222,5
FAC;;VTE/2021/05976;27/10/2021;CTATTHON74;DONNE;142,04;170,45
FAC;;VTE/2021/05977;27/10/2021;BRAJAPIO84;LUKOW;843,13;1011,76
FAC;;VTE/2021/05978;27/10/2021;FUTELMONTA;VANDEL;285,47;342,56
FAC;;VTE/2021/05979;27/10/2021;CEPROCTER;SAIDI;1244,85;1493,82
FAC;;VTE/2021/05981;27/10/2021;COMMBONNEV;DONNE;340,36;408,43
FAC;;VTE/2021/05983;27/10/2021;POLYBEZA51;SAIDI;408,0;489,6
FAC;;VTE/2021/05984;27/10/2021;DAFYMOTO27;LELEU;223,2;267,84
FAC;;VTE/2021/05986;27/10/2021;ESATADAP27;LELEU;614,0;736,8
FAC;;VTE/2021/05988;27/10/2021;MAIGIGEA34;DUMON;669,85;803,82
FAC;;VTE/2021/05990;28/10/2021;CEADUSPB30;CDESUDEST;424,42;509,3
FAC;;VTE/2021/05991;28/10/2021;MAIWEITBR;DEVAL;599,2;719,04
FAC;;VTE/2021/05992;28/10/2021;HEINIORB68;WEISS;425,56;510,67
FAC;;VTE/2021/05993;28/10/2021;VERDETOYON;DONNE;516,73;620,08
FAC;;VTE/2021/05994;28/10/2021;GARLEBRU22;BESCO;85,7;102,84
FAC;;VTE/2021/05995;28/10/2021;SERDSTAV56;LESUR;684,27;821,12
FAC;;VTE/2021/05996;28/10/2021;SIAMWALL59;EVRARD;848,23;1017,88
FAC;;VTE/2021/05997;28/10/2021;MEDICALL62;EVRARD;356,71;428,05
FAC;;VTE/2021/05998;28/10/2021;PPISCINE31;AMSEL;148,34;178,01
FAC;;VTE/2021/05999;28/10/2021;VIGOUREUX;CORIAT;285,06;342,07
FAC;;VTE/2021/04580;30/08/2021;PLANAT;DELBA;196,0;235,2
FAC;;VTE/2021/04581;30/08/2021;PAPIERPRES;DECRO;115,59;138,71
FAC;;VTE/2021/04582;30/08/2021;FLUVIALL70;DELBA;167,0;200,4
FAC;;VTE/2021/04583;30/08/2021;BCE;DELBA;278,4;334,08
FAC;;VTE/2021/04584;30/08/2021;CAROUX;CUREL;105,47;126,56
FAC;;VTE/2021/04585;30/08/2021;EVERMAPS75;HELIN;268,63;322,36
FAC;;VTE/2021/04586;30/08/2021;CIEFFMAR13;DELBA;338,0;405,6
FAC;;VTE/2021/04587;30/08/2021;JACQUOTSA;GASSM;163,0;195,6
FAC;;VTE/2021/04588;30/08/2021;PHARMCEN91;DELBA;388,8;466,56
FAC;;VTE/2021/04589;30/08/2021;EMCVILLEUR;BOUL;60,6;72,72
FAC;;VTE/2021/04590;30/08/2021;BRASSSTJBO;HESS;124,5;149,4
FAC;;VTE/2021/04591;30/08/2021;DELTAHOERD;GASSM;1209,28;1451,14
FAC;;VTE/2021/04592;30/08/2021;EMCVILLEUR;BOUL;228,16;273,79
FAC;;VTE/2021/04593;30/08/2021;IMPRIMZI06;DELBA;127,56;153,07
FAC;;VTE/2021/04594;30/08/2021;PIZZABORIE;ADLER;188,1;225,72
FAC;;VTE/2021/04595;30/08/2021;SNCFCHAMP54;GASSM;418,62;502,34
FAC;;VTE/2021/04596;30/08/2021;TRIBJUFO77;DELBA;213,6;256,32
FAC;;VTE/2021/04597;30/08/2021;SCIAPAO;CUREL;239,3;287,16
FAC;;VTE/2021/04598;30/08/2021;BARVANES57;ADLER;165,1;198,12
FAC;;VTE/2021/06000;28/10/2021;PGIHABIG34;DUMON;139,8;167,76
FAC;;VTE/2021/06001;28/10/2021;INSAUTOT74;DONNE;85,8;102,96
FAC;;VTE/2021/06002;28/10/2021;ESCORTMP31;AMSEL;96,86;116,23
FAC;;VTE/2021/06003;28/10/2021;XBMETALB68;WEISS;121,21;145,45
FAC;;VTE/2021/06004;28/10/2021;MAIANICH59;EVRARD;791,0;949,2
FAC;;VTE/2021/06005;28/10/2021;MAISONDRUS;DEVAL;620,89;745,07
FAC;;VTE/2021/06006;28/10/2021;VETDOUAR56;LESUR;98,92;118,7
FAC;;VTE/2021/06007;28/10/2021;SAPISOSAS;EVRARD;1042,75;1251,3
FAC;;VTE/2021/06008;28/10/2021;BIOLANNE65;SAID;110,29;132,35
FAC;;VTE/2021/06009;28/10/2021;AFFAIRBR82;VANDEL;369,15;442,98
FAC;;VTE/2021/06010;28/10/2021;BAREXPER69;CORIAT;75,9;91,08
FAC;;VTE/2021/06011;28/10/2021;MAIFIGEAC;VANDEL;494,39;593,27
FAC;;VTE/2021/06012;28/10/2021;SERREPI13;LUKOW;687,83;825,4
FAC;;VTE/2021/06013;28/10/2021;CHEZMARC68;WEISS;323,61;388,33
FAC;;VTE/2021/06014;28/10/2021;DELAMARIN;LELEU;124,07;148,88
FAC;;VTE/2021/06015;28/10/2021;ALLIANCEPA;SAID;1391,1;1669,32
FAC;;VTE/2021/04599;30/08/2021;DRDUPUY;ADLER;74,6;89,52
FAC;;VTE/2021/04600;30/08/2021;CRMS;HELIN;198,0;237,6
FAC;;VTE/2021/04601;30/08/2021;LESCAFESAL;ADLER;176,09;211,31
FAC;;VTE/2021/04602;30/08/2021;MONACARM53;ZMUDA;96,45;115,74
FAC;;VTE/2021/04603;30/08/2021;RESTLEMA14;HESS;94,0;112,8
FAC;;VTE/2021/04604;30/08/2021;KINEAZAIS;CUREL;62,7;75,24
FAC;;VTE/2021/04605;30/08/2021;ELECBAUMG;GASSM;90,2;108,24
FAC;;VTE/2021/04606;30/08/2021;CAROLEFLEUR;HESS;164,0;196,8
FAC;;VTE/2021/04607;30/08/2021;RESTCOLBEM;CUREL;90,31;108,37
FAC;;VTE/2021/04608;30/08/2021;RESTEMMEBU;ADLER;136,0;163,2
FAC;;VTE/2021/04609;30/08/2021;COLISBRIDG;BOUL;278,1;333,72
FAC;;VTE/2021/04610;30/08/2021;CHEZLAZARE;LEYME;103,2;123,84
FAC;;VTE/2021/04611;30/08/2021;VILVACAP73;BOUL;163,1;195,72
FAC;;VTE/2021/04612;30/08/2021;LAJDTHAO14;HELIN;154,0;184,8
FAC;;VTE/2021/04613;30/08/2021;CHATVILL77;HESS;618,0;741,6
FAC;;VTE/2021/04614;30/08/2021;SYNDICROUL;ADLER;92,7;111,24
FAC;;VTE/2021/04615;30/08/2021;ELECPOIRET;LEYME;105,07;126,08
FAC;;VTE/2021/04616;30/08/2021;CABMERCIER;HELIN;110,7;132,84
FAC;;VTE/2021/06016;28/10/2021;SAMATLEGRA;LELEU;724,5;869,4
FAC;;VTE/2021/06017;28/10/2021;TONNMOND33;SAID;346,0;415,2
FAC;;VTE/2021/06018;28/10/2021;FORMASUP69;CORIAT;1715,44;2058,53
FAC;;VTE/2021/06019;28/10/2021;ISDEXPRE67;LUTZ;1083,0;1299,6
FAC;;VTE/2021/06020;28/10/2021;BRICORAE27;LELEU;369,6;443,52
FAC;;VTE/2021/06021;28/10/2021;PASSIONS68;WEISS;178,55;214,26
FAC;;VTE/2021/06022;28/10/2021;REGIONALSA;LUTZ;463,87;556,64
FAC;;VTE/2021/06023;28/10/2021;SETEM;SAIDI;272,1;326,52
FAC;;VTE/2021/06024;28/10/2021;MAILADIVIL;MENIRI;244,2;293,04
FAC;;VTE/2021/06025;28/10/2021;COSTEDOAT;SAID;483,04;579,65
FAC;;VTE/2021/06026;28/10/2021;SOACONTRES;JOBBI;1065,41;1278,49
FAC;;VTE/2021/06027;28/10/2021;MAILAFITTE;VANDEL;214,45;257,34
FAC;;VTE/2021/06028;28/10/2021;GILLAUTO57;LEONE;212,4;254,88
FAC;;VTE/2021/06033;29/10/2021;AFADPARI75;HELIN;695,44;834,53
FAC;;VTE/2021/04653;01/09/2021;ASETSTPR69;CORIAT;689,22;827,07
FAC;;VTE/2021/04617;30/08/2021;FLEURSSAND;ZMUDA;93,0;111,6
FAC;;VTE/2021/04618;30/08/2021;MARBSOMMEN;ADLER;95,2;114,24
FAC;;VTE/2021/04619;30/08/2021;EMPREINTES;ADLER;174,27;209,12
FAC;;VTE/2021/04620;30/08/2021;ORTHODELAB;HESS;114,33;137,19
FAC;;VTE/2021/04621;30/08/2021;DRANDREAGN;BOUL;463,5;556,2
FAC;;VTE/2021/04622;30/08/2021;TEMPOTIM94;DELBA;217,28;260,74
FAC;;VTE/2021/04623;30/08/2021;3PLANGRES;GASSM;868,92;1042,71
FAC;;VTE/2021/04624;30/08/2021;MULTICRE62;CUREL;232,4;278,88
FAC;;VTE/2021/04625;30/08/2021;COOPEBOTTI;GASSM;336,0;403,2
FAC;;VTE/2021/04626;30/08/2021;PAROISBOUD;CUREL;156,5;187,8
FAC;;VTE/2021/04627;30/08/2021;DENTDITTLY;FERRE;102,0;122,4
FAC;;VTE/2021/06034;02/11/2021;SECRETCO75;DELBA;130,4;156,48
FAC;;VTE/2021/04628;30/08/2021;DOMAINEFON;ADLER;173,1;207,72
FAC;;VTE/2021/04629;31/08/2021;LYCYSSING;LEYME;185,91;223,09
FAC;;VTE/2021/04630;31/08/2021;DRSTEINBER;ADLER;92,7;111,24
FAC;;VTE/2021/04631;31/08/2021;ELECTROCON;ADLER;101,0;121,2
FAC;;VTE/2021/04632;31/08/2021;NEWPARIS;ADLER;115,4;138,48
FAC;;VTE/2021/04633;31/08/2021;TAFFEQUIP;HESS;481,5;577,8
FAC;;VTE/2021/05848;21/10/2021;MAIMAROEU;EVRARD;1156,05;1387,26
FAC;;VTE/2021/05849;21/10/2021;REINHARDT;DEVAL;466,0;559,2
FAC;;VTE/2021/05850;21/10/2021;MCCHERUM68;WEISS;246,4;295,68
FAC;;VTE/2021/05851;21/10/2021;LYCSAB;BESCO;313,71;376,45
FAC;;VTE/2021/05852;22/10/2021;DIRNORDL59;EVRARD;501,06;601,27
FAC;;VTE/2021/05853;22/10/2021;MAILEZAR22;BESCO;76,4;91,68
FAC;;VTE/2021/05854;22/10/2021;COLASMETT;JOBBI;260,88;313,06
FAC;;VTE/2021/05855;25/10/2021;BESTDRJA57;LEONE;309,58;371,5
FAC;;VTE/2021/05856;25/10/2021;DABOVAL;HESS;99,6;119,52
FAC;;VTE/2021/05857;25/10/2021;PAREXLANKO;LUKOW;108,0;129,6
FAC;;VTE/2021/05858;25/10/2021;ORANGEDR83;LUKOW;406,76;488,11
FAC;;VTE/2021/05859;25/10/2021;APIREIMS;SAIDI;471,59;565,91
FAC;;VTE/2021/05860;25/10/2021;BESTDRTH57;LEONE;196,54;235,85
FAC;;VTE/2021/05861;25/10/2021;MAPALYST69;CORIAT;247,0;296,4
FAC;;VTE/2021/04634;31/08/2021;MAIROCHET;DELBA;207,78;249,34
FAC;;VTE/2021/04635;31/08/2021;GENMACTR95;BOUL;741,6;889,92
FAC;;VTE/2021/04636;31/08/2021;CIALAHOU77;HELIN;123,62;148,34
FAC;;VTE/2021/04656;01/09/2021;FEESLOGE45;DOSSA;156,92;188,31
FAC;;VTE/2021/04637;31/08/2021;PHARMCRETE;HESS;103,0;123,6
FAC;;VTE/2021/04638;31/08/2021;DRWELSCH;ADLER;102,0;122,4
FAC;;VTE/2021/04639;31/08/2021;MAICHANTO;ADLER;271,2;325,44
FAC;;VTE/2021/04640;31/08/2021;BERNAROU30;LEYME;95,25;114,3
FAC;;VTE/2021/04641;31/08/2021;SCMHISLEVY;ADLER;87,88;105,46
FAC;;VTE/2021/04642;31/08/2021;T2LOGISt91;CUREL;207,2;248,64
FAC;;VTE/2021/04643;31/08/2021;GGTPEUGE37;JOBBI;344,52;413,42
FAC;;VTE/2021/04644;31/08/2021;STPSANSO82;VANDEL;554,12;664,94
