gp_naturepieceg;gp_souche;gp_numero;gp_datepiece;gp_tiers;gp_representant;gp_totalht;gp_totalttc
FAC;;VTE/2021/04645;31/08/2021;VIALIS;WEISS;489,65;587,58
FAC;;VTE/2021/04646;31/08/2021;TGISTBRIEU;BESCO;147,63;177,16
FAC;;VTE/2021/04647;31/08/2021;BIOCOOPM31;AMSEL;238,88;286,65
FAC;;VTE/2021/04648;31/08/2021;LACANCAR31;AMSEL;430,09;516,1
FAC;;VTE/2021/04649;31/08/2021;RENAULSA68;WURTZ;143,9;172,68
FAC;;VTE/2021/04650;31/08/2021;SOLETANC;CDESUDEST;2030,25;2436,31
FAC;;VTE/2021/04651;31/08/2021;PHAMORTI68;WURTZ;353,0;423,6
FAC;;VTE/2021/06035;02/11/2021;IMMOACKERL;ADLER;140,5;168,6
FAC;;VTE/2021/06036;02/11/2021;NOUVTEND68;WEISS;109,5;131,4
FAC;;VTE/2021/06037;02/11/2021;VIDEMUSC94;THOMA;216,29;259,55
FAC;;VTE/2021/06038;02/11/2021;GEFCOGDQ76;LELEU;132,19;158,63
FAC;;VTE/2021/06044;03/11/2021;CAVESGRENE;DELBA;3579,85;4295,82
FAC;;VTE/2021/06045;03/11/2021;LORRAINEAV;ADLER;205,02;246,02
FAC;;VTE/2021/06046;03/11/2021;ALTEVIA88;ADLER;190,9;229,08
FAC;;VTE/2021/06047;03/11/2021;DRGARESS68;ZMUDA;110,13;132,16
FAC;;VTE/2021/06048;03/11/2021;INFCHAUME;ADLER;95,0;114,0
FAC;;VTE/2021/06049;03/11/2021;INFMASSET;DECRO;95,0;114,0
FAC;;VTE/2021/06050;03/11/2021;PEINTMILLI;DELBA;211,9;254,28
FAC;;VTE/2021/06051;03/11/2021;CARRDECO28;DECRO;124,0;148,8
FAC;;VTE/2021/04654;01/09/2021;ALBEMARLE;WURTZ;396,0;475,2
FAC;;VTE/2021/04655;01/09/2021;MAICOURN34;DUMON;233,2;279,84
FAC;;VTE/2021/04657;01/09/2021;SOLOIRHAB45;DOSSA;208,0;249,59
FAC;;VTE/2021/04658;01/09/2021;COOPVINI84;LUKOW;1620,11;1944,14
FAC;;VTE/2021/04659;01/09/2021;ELECRHIN68;WURTZ;113,86;136,63
FAC;;VTE/2021/04660;01/09/2021;CTPORDIC22;BESCO;298,0;357,6
FAC;;VTE/2021/04661;01/09/2021;CMPORTOV20;CDESUDEST;2783,07;3339,69
FAC;;VTE/2021/04662;01/09/2021;ODSVALREUI;LELEU;124,5;149,4
FAC;;VTE/2021/04663;01/09/2021;GARAGELECH;DONNE;210,52;252,62
FAC;;VTE/2021/04664;01/09/2021;MAITINCQU;EVRARD;213,12;255,74
FAC;;VTE/2021/04665;01/09/2021;MOREREAU;SAID;546,0;655,2
FAC;;VTE/2021/04666;01/09/2021;CMACABEO82;VANDEL;250,22;300,26
FAC;;VTE/2021/04667;01/09/2021;EUROVIAMAZ;EVRARD;350,66;420,79
FAC;;VTE/2021/04668;01/09/2021;GENYSCEA68;WURTZ;297,08;356,5
FAC;;VTE/2021/04669;01/09/2021;ASSGES;CORIAT;1360,15;1632,18
FAC;;VTE/2021/04670;01/09/2021;AFRTINCQ62;EVRARD;160,0;192,0
FAC;;VTE/2021/04671;01/09/2021;AFRMAIZI62;EVRARD;160,0;192,0
FAC;;VTE/2021/06052;03/11/2021;ATELIERSNO;HESS;1072,8;1287,36
FAC;;VTE/2021/06053;03/11/2021;LECOLIBR94;HESS;85,37;102,44
FAC;;VTE/2021/06054;03/11/2021;WHENLITJEU;LOYERJ;186,12;223,34
FAC;;VTE/2021/06055;03/11/2021;ELINDO;DELBA;203,4;244,08
FAC;;VTE/2021/06056;03/11/2021;VIAROUTE28;HESS;84,23;101,08
FAC;;VTE/2021/06057;03/11/2021;CABFRIEDMA;ZMUDA;92,0;110,4
FAC;;VTE/2021/06058;03/11/2021;INGJULIEN;HESS;182,2;218,64
FAC;;VTE/2021/06059;03/11/2021;TRANSPMAUF;ZMUDA;175,0;210,0
FAC;;VTE/2021/06060;03/11/2021;SOLVAYTAVA;HESS;170,0;204,0
FAC;;VTE/2021/06061;03/11/2021;PEPIMERIEU;DECRO;164,0;196,8
FAC;;VTE/2021/06062;03/11/2021;C2PSERVICE;HESS;200,01;240,01
FAC;;VTE/2021/06063;03/11/2021;DELMASGERA;DECRO;107,42;128,9
FAC;;VTE/2021/06064;03/11/2021;CONTAUTOMO;ZMUDA;154,6;185,52
FAC;;VTE/2021/06065;03/11/2021;LINCKERMAR;ZMUDA;84,0;100,8
FAC;;VTE/2021/06066;03/11/2021;CARMELDI21;ADLER;226,0;271,2
FAC;;VTE/2021/04672;01/09/2021;LOXAMREN62;EVRARD;248,17;297,81
FAC;;VTE/2021/04673;01/09/2021;NORDCLIMAT;EVRARD;452,0;542,4
FAC;;VTE/2021/04674;01/09/2021;EUROVIACAR;BESCO;754,0;904,8
FAC;;VTE/2021/04675;01/09/2021;ECULAVEN29;LESUR;123,45;148,14
FAC;;VTE/2021/04676;01/09/2021;SOVECILLKI;LUTZ;474,0;568,8
FAC;;VTE/2021/04677;01/09/2021;ESMUNDOLSH;DEVAL;638,0;765,6
FAC;;VTE/2021/04678;01/09/2021;LECLERCBAY;SAID;1408,0;1689,6
FAC;;VTE/2021/04679;01/09/2021;ALBEMARLE;WURTZ;240,5;288,6
FAC;;VTE/2021/04680;01/09/2021;AZAECAMB62;EVRARD;365,19;438,22
FAC;;VTE/2021/04681;01/09/2021;MFRCOULANS;BESCO;308,96;370,75
FAC;;VTE/2021/04682;01/09/2021;PEUGEOTMET;LEONE;436,4;523,68
FAC;;VTE/2021/04683;01/09/2021;CLIVETMV80;SAIDI;374,0;448,8
FAC;;VTE/2021/04684;01/09/2021;SCAGRENADE;LUKOW;603,34;724,01
FAC;;VTE/2021/04685;01/09/2021;KEOLISCAEN;LELEU;278,4;334,08
FAC;;VTE/2021/04686;01/09/2021;OUESTISOL;LELEU;256,65;307,98
FAC;;VTE/2021/04687;01/09/2021;SEMCODAST;DONNE;393,6;472,32
FAC;;VTE/2021/04688;01/09/2021;POMFUBOU59;EVRARD;336,01;403,22
FAC;;VTE/2021/06067;03/11/2021;CABNORDEN;BOUL;108,0;129,6
FAC;;VTE/2021/06068;03/11/2021;DEHANTHI51;ADLER;155,0;186,0
FAC;;VTE/2021/06069;03/11/2021;AIMANTSG59;DELBA;916,0;1099,2
FAC;;VTE/2021/06070;03/11/2021;MEI;ADLER;96,45;115,74
FAC;;VTE/2021/06071;03/11/2021;PERRIERJEA;HESS;290,48;348,58
FAC;;VTE/2021/06072;03/11/2021;MIRCOCOL68;ADLER;351,0;421,2
FAC;;VTE/2021/06073;03/11/2021;VONROLLH67;SCHWAR;747,14;896,57
FAC;;VTE/2021/06074;03/11/2021;NICOL;ZMUDA;82,0;98,4
FAC;;VTE/2021/06075;03/11/2021;AUTOECOSAR;ADLER;217,0;260,4
FAC;;VTE/2021/06076;03/11/2021;LAETIF;ZMUDA;91,0;109,2
FAC;;VTE/2021/06077;03/11/2021;SERRULOREN;ZMUDA;86,0;103,2
FAC;;VTE/2021/06078;03/11/2021;DBFORSEC21;ADLER;93,0;111,6
FAC;;VTE/2021/06079;03/11/2021;CABWILHELM;ZMUDA;106,0;127,2
FAC;;VTE/2021/06080;03/11/2021;RESINFOR44;DELBA;178,0;213,6
FAC;;VTE/2021/06081;03/11/2021;CELLIERCAM;HESS;157,2;188,64
FAC;;VTE/2021/04706;02/09/2021;MAIBANEUI;MENIRI;332,34;398,81
FAC;;VTE/2021/06082;03/11/2021;RHAMSAPA75;DECRO;191,01;229,21
FAC;;VTE/2021/06083;03/11/2021;FLOORPUL77;DELBA;165,36;198,43
FAC;;VTE/2021/06084;03/11/2021;DIETRICHET;ADLER;97,0;116,4
FAC;;VTE/2021/06085;03/11/2021;CAFEBOULOG;DELBA;104,0;124,8
FAC;;VTE/2021/06086;03/11/2021;SCMADN;DELBA;217,0;260,4
FAC;;VTE/2021/06087;03/11/2021;REPARVINYL;ZMUDA;86,0;103,2
FAC;;VTE/2021/06088;03/11/2021;FIXARISFEN;ZMUDA;106,0;127,2
FAC;;VTE/2021/06089;03/11/2021;ESMOD;HESS;214,5;257,4
FAC;;VTE/2021/06090;03/11/2021;MAISRDEB21;HELIN;177,2;212,64
FAC;;VTE/2021/06091;03/11/2021;ASSADMRG91;HELIN;374,13;448,96
FAC;;VTE/2021/06092;03/11/2021;GALJOUERIE;DELBA;104,0;124,8
FAC;;VTE/2021/06093;03/11/2021;NOTBOUQUEM;HELIN;531,0;637,2
FAC;;VTE/2021/06094;03/11/2021;PHARMDAVER;ADLER;86,0;103,2
FAC;;VTE/2021/06095;03/11/2021;INSTPERLIN;HESS;178,0;213,6
FAC;;VTE/2021/04825;08/09/2021;DUBOURGV74;DONNE;108,9;130,68
FAC;;VTE/2021/06096;03/11/2021;HORLOGEDEN;ZMUDA;160,0;192,0
FAC;;VTE/2021/04689;01/09/2021;MECACAMB;EVRARD;130,42;156,5
FAC;;VTE/2021/04690;01/09/2021;TABFENOU31;AMSEL;261,72;314,06
FAC;;VTE/2021/04691;01/09/2021;ECOLE2AN59;HELIN;144,7;173,64
FAC;;VTE/2021/04693;02/09/2021;OGFAJURANC;SAID;1837,42;2204,9
FAC;;VTE/2021/04694;02/09/2021;TRANVOIL59;EVRARD;303,39;364,06
FAC;;VTE/2021/04695;02/09/2021;PEUGEOTMET;LEONE;362,3;434,76
FAC;;VTE/2021/04696;02/09/2021;MAILIVARO;LELEU;1350,19;1620,23
FAC;;VTE/2021/04697;02/09/2021;IFVRODIL30;CDESUDEST;277,49;332,99
FAC;;VTE/2021/04698;02/09/2021;PARADISV68;WURTZ;376,19;451,42
FAC;;VTE/2021/04699;02/09/2021;CLIHAGUEN;DEVAL;667,09;800,51
FAC;;VTE/2021/04700;02/09/2021;MDJLEPOU34;DUMON;432,0;518,4
FAC;;VTE/2021/04701;02/09/2021;SALEVEAU74;DONNE;811,29;973,54
FAC;;VTE/2021/04702;02/09/2021;COLBUHL;WEISS;111,2;133,44
FAC;;VTE/2021/04703;02/09/2021;MAIHERMAN;LELEU;824,4;989,28
FAC;;VTE/2021/04704;02/09/2021;ARAVISAU74;DONNE;741,96;890,34
FAC;;VTE/2021/04705;02/09/2021;MAISERRESC;SAID;496,48;595,78
FAC;;VTE/2021/06097;03/11/2021;KINECHEREL;ADLER;75,0;90,0
FAC;;VTE/2021/06098;03/11/2021;CARDONNEL;BOUL;469,04;562,85
FAC;;VTE/2021/06099;03/11/2021;MMEHALBWAC;ADLER;88,0;105,6
FAC;;VTE/2021/06100;03/11/2021;RESTSOIS77;DELBA;178,0;213,6
FAC;;VTE/2021/06101;03/11/2021;CICGDPEE93;LOYERJ;71,0;85,2
FAC;;VTE/2021/06102;03/11/2021;ISEINVES95;SCHWAR;235,57;282,68
FAC;;VTE/2021/06103;03/11/2021;CABEMPTOZ;DELBA;86,0;103,2
FAC;;VTE/2021/06104;03/11/2021;EUROPOM;DELBA;368,0;441,6
FAC;;VTE/2021/06105;03/11/2021;DESMETTREP;DELBA;626,0;751,2
FAC;;VTE/2021/06106;03/11/2021;DUBOISET04;DECRO;154,4;185,28
FAC;;VTE/2021/06107;03/11/2021;AWEBER;DECRO;126,06;151,27
FAC;;VTE/2021/06108;03/11/2021;TGIPONTOIS;DECRO;117,45;140,94
FAC;;VTE/2021/06109;03/11/2021;LOISONPA59;DECRO;191,01;229,21
FAC;;VTE/2021/06110;03/11/2021;PIERRES;ZMUDA;112,2;134,64
FAC;;VTE/2021/04707;02/09/2021;MAISOULTZB;WEISS;127,14;152,57
FAC;;VTE/2021/04708;02/09/2021;WUIBAUT59;EVRARD;129,64;155,57
FAC;;VTE/2021/04709;02/09/2021;BZHMOBPL22;BESCO;618,0;741,6
FAC;;VTE/2021/04710;02/09/2021;SAGECOCB33;SAID;552,92;663,5
FAC;;VTE/2021/04711;02/09/2021;BULLESTO31;AMSEL;110,0;132,0
FAC;;VTE/2021/04712;02/09/2021;DEBEAUBONN;MENIRI;123,0;147,6
FAC;;VTE/2021/04713;02/09/2021;MAIGANGES;DUMON;211,08;253,3
FAC;;VTE/2021/04714;02/09/2021;SANGLESFRA;DONNE;178,0;213,6
FAC;;VTE/2021/04715;02/09/2021;ESMUNDOLSH;DEVAL;636,0;763,2
FAC;;VTE/2021/04717;02/09/2021;GARAGECRA;DONNE;93,0;111,6
FAC;;VTE/2021/04719;02/09/2021;CARREFFEN31;AMSEL;189,78;227,74
FAC;;VTE/2021/04721;02/09/2021;SUCRSAIN80;SAIDI;2712,72;3255,26
FAC;;VTE/2021/04722;02/09/2021;HERMENTMAI;LEONE;276,5;331,8
FAC;;VTE/2021/04723;02/09/2021;COLSTJLS56;LESUR;121,0;145,2
FAC;;VTE/2021/04724;02/09/2021;FERDINAGRO;SAID;401,16;481,4
FAC;;VTE/2021/04725;02/09/2021;GRPCEPOY45;DOSSA;156,68;188,02
FAC;;VTE/2021/06111;03/11/2021;PAROISSC21;ADLER;86,0;103,2
FAC;;VTE/2021/06112;03/11/2021;BOUZIAT76;DECRO;178,0;213,6
FAC;;VTE/2021/06113;03/11/2021;EARLLAMIDE;DELBA;95,0;114,0
FAC;;VTE/2021/06114;03/11/2021;ARIJE;DELBA;192,05;230,46
FAC;;VTE/2021/06115;03/11/2021;CSEARCEL59;VANTO;207,2;248,64
FAC;;VTE/2021/06116;03/11/2021;DENTISSUR;ADLER;86,0;103,2
FAC;;VTE/2021/06117;03/11/2021;BTAMALBO70;DELBA;85,2;102,24
FAC;;VTE/2021/06118;03/11/2021;CTREEQBA14;DELBA;178,0;213,6
FAC;;VTE/2021/06119;03/11/2021;ROLINEBR14;HESS;118,1;141,72
FAC;;VTE/2021/06120;03/11/2021;CARBARRE62;EVRARD;5628,13;6753,76
FAC;;VTE/2021/06121;03/11/2021;BRAJAVES13;LUKOW;740,55;888,66
FAC;;VTE/2021/06122;03/11/2021;SGCMQUIE45;DOSSA;68,92;82,7
FAC;;VTE/2021/06123;03/11/2021;LAMORYWALD;SAIDI;599,2;719,04
FAC;;VTE/2021/06124;03/11/2021;DIRROUTES;LELEU;349,44;419,33
FAC;;VTE/2021/06140;04/11/2021;VDXINDUS74;DONNE;116,29;139,55
FAC;;VTE/2021/06125;03/11/2021;LGROPIER45;DOSSA;232,94;279,53
FAC;;VTE/2021/06126;03/11/2021;SALONKARIN;CORIAT;169,18;203,02
FAC;;VTE/2021/06127;03/11/2021;GROSSETJAN;DONNE;2425,34;2910,41
FAC;;VTE/2021/06128;03/11/2021;STIMMONTEU;LUKOW;1103,1;1323,72
FAC;;VTE/2021/06129;03/11/2021;THIBAUTALB;VANDEL;1206,91;1448,29
FAC;;VTE/2021/06130;03/11/2021;MAIBONN;SAIDI;1488,84;1786,61
FAC;;VTE/2021/06131;03/11/2021;BOFROSTG67;MODRY;242,97;291,56
FAC;;VTE/2021/06132;03/11/2021;STUDIOSA31;AMSEL;180,15;216,18
FAC;;VTE/2021/06133;03/11/2021;LYCEARMA68;WURTZ;360,4;432,48
FAC;;VTE/2021/06134;04/11/2021;CARROALBIA;VANDEL;520,82;624,98
FAC;;VTE/2021/06135;04/11/2021;MAIETAVES;SAIDI;425,92;511,1
FAC;;VTE/2021/06136;04/11/2021;HIRSCHIS45;DOSSA;115,72;138,86
FAC;;VTE/2021/06137;04/11/2021;DGINDUST74;DONNE;897,9;1077,48
FAC;;VTE/2021/06138;04/11/2021;SARLEVER84;LUKOW;657,43;788,92
FAC;;VTE/2021/06139;04/11/2021;MAIIVRYBA;LELEU;285,8;342,96
FAC;;VTE/2021/04826;08/09/2021;CORMOFI;CORIAT;4074,46;4889,34
FAC;;VTE/2021/06141;04/11/2021;TRANSDEV84;LUKOW;830,06;996,07
FAC;;VTE/2021/06142;04/11/2021;CREDITACHE;DEVAL;835,55;1002,66
FAC;;VTE/2021/06143;04/11/2021;LOXAMTHI57;LEONE;298,5;358,2
FAC;;VTE/2021/06144;04/11/2021;MAIENSISH;WEISS;814,2;977,04
FAC;;VTE/2021/06145;04/11/2021;CARLIERA59;EVRARD;662,3;794,76
FAC;;VTE/2021/06146;04/11/2021;POINTPLAND;LESUR;160,3;192,36
FAC;;VTE/2021/06147;04/11/2021;SERVICES80;SAIDI;392,67;471,2
FAC;;VTE/2021/06148;04/11/2021;PAYPERRO74;DONNE;327,35;392,82
FAC;;VTE/2021/06149;04/11/2021;SECURITU69;CORIAT;470,82;564,98
FAC;;VTE/2021/06150;04/11/2021;FOURNILR57;LEONE;647,39;776,87
FAC;;VTE/2021/06151;04/11/2021;GARFAUVI45;DOSSA;430,16;516,19
FAC;;VTE/2021/06152;04/11/2021;ESCOLLEBET;CDESUDEST;3445,26;4134,31
FAC;;VTE/2021/06153;04/11/2021;SYNDROUS57;LEONE;178,0;213,6
FAC;;VTE/2021/06154;04/11/2021;MAIOBERNA;MODRY;138,75;166,5
FAC;;VTE/2021/04747;07/09/2021;GARDENCO77;HESS;236,0;283,2
FAC;;VTE/2021/06155;04/11/2021;CTREHORT34;DUMON;370,56;444,67
FAC;;VTE/2021/04827;08/09/2021;GETECHOY01;DONNE;236,1;283,32
FAC;;VTE/2021/04728;02/09/2021;LOXTOULO31;AMSEL;175,04;210,05
FAC;;VTE/2021/04729;02/09/2021;MAIMOLSHE;DEVAL;2002,7;2403,24
FAC;;VTE/2021/04982;15/09/2021;MAIMETZER;WEISS;795,85;955,02
FAC;;VTE/2021/04730;02/09/2021;GARBURCK68;WURTZ;242,1;290,52
FAC;;VTE/2021/04732;02/09/2021;PONEYNAT;LEYME;328,6;394,32
FAC;;VTE/2021/04733;02/09/2021;EXPLOISIMO;ZMUDA;138,87;166,64
FAC;;VTE/2021/04734;02/09/2021;AUTECOBOLD;BOUL;92,7;111,24
FAC;;VTE/2021/04735;02/09/2021;DRMEYERSAN;ZMUDA;146,0;175,2
FAC;;VTE/2021/04736;02/09/2021;OPTIQUELYS;ADLER;92,0;110,4
FAC;;VTE/2021/04737;02/09/2021;MASSONSTDE;DECRO;528,0;633,6
FAC;;VTE/2021/04738;02/09/2021;OPTILICORN;ADLER;206,1;247,32
FAC;;VTE/2021/04739;02/09/2021;PHARMEPR14;HESS;154,0;184,8
FAC;;VTE/2021/04742;06/09/2021;ERDFARRAS;GASSM;314,9;377,88
FAC;;VTE/2021/04748;07/09/2021;IUFMEPINAL;HESS;394,25;473,1
FAC;;VTE/2021/06157;04/11/2021;ESMUNDOLSH;DEVAL;1922,6;2307,12
FAC;;VTE/2021/06158;04/11/2021;CIEDUBLANC;JOBBI;447,0;536,4
FAC;;VTE/2021/06159;04/11/2021;CREDITMU68;WEISS;3251,0;3901,2
FAC;;VTE/2021/06160;04/11/2021;GENITHERMI;DOSSA;397,84;477,41
FAC;;VTE/2021/06161;04/11/2021;CAVELYON69;CORIAT;249,47;299,36
FAC;;VTE/2021/06162;04/11/2021;OGECTAUP656;LESUR;146,42;175,7
FAC;;VTE/2021/06163;04/11/2021;CODIM2BAST;CDESUDEST;622,02;746,42
FAC;;VTE/2021/06164;04/11/2021;MAIVERSON;LELEU;142,6;171,12
FAC;;VTE/2021/06165;04/11/2021;LB4X4;SAIDI;185,4;222,48
FAC;;VTE/2021/06166;04/11/2021;PLACTECH68;WEISS;494,51;593,41
FAC;;VTE/2021/06167;04/11/2021;OPGAVRMM24;MENIRI;418,89;502,67
FAC;;VTE/2021/06168;04/11/2021;SOTRACOM74;DONNE;256,03;307,24
FAC;;VTE/2021/06169;04/11/2021;AUTSYSIN69;CORIAT;216,21;259,45
FAC;;VTE/2021/06170;04/11/2021;BAZIEGE;AMSEL;318,24;381,89
FAC;;VTE/2021/06171;04/11/2021;CUISMONT34;DUMON;859,3;1031,16
FAC;;VTE/2021/04846;09/09/2021;ABBAYEHASP;SAID;477,84;573,41
FAC;;VTE/2021/06172;04/11/2021;CUISMONT34;DUMON;439,0;526,8
FAC;;VTE/2021/06173;04/11/2021;FRDUFFAU34;DUMON;192,92;231,5
FAC;;VTE/2021/06174;04/11/2021;ISEG;CORIAT;974,5;1169,4
FAC;;VTE/2021/06175;04/11/2021;PAUTLER;DEVAL;964,25;1157,1
FAC;;VTE/2021/06176;04/11/2021;AUTOMOSCHN;LEONE;337,09;404,51
FAC;;VTE/2021/06177;04/11/2021;BEDUSTQU02;SAIDI;178,0;213,6
FAC;;VTE/2021/06178;04/11/2021;IUTLPAST67;LUTZ;480,0;576,0
FAC;;VTE/2021/06179;04/11/2021;INTERLAC;LUTZ;522,66;627,19
FAC;;VTE/2021/06180;04/11/2021;BEAUJOUR;LELEU;229,0;274,8
FAC;;VTE/2021/06181;04/11/2021;CENESTLE02;SAIDI;818,35;982,02
FAC;;VTE/2021/06182;04/11/2021;GEVLAFERTE;SAIDI;1937,72;2325,26
FAC;;VTE/2021/06183;04/11/2021;TNP;CORIAT;375,86;451,03
FAC;;VTE/2021/06184;04/11/2021;CARPIZZA31;AMSEL;133,74;160,49
FAC;;VTE/2021/06185;04/11/2021;MAIMAROSTR;EVRARD;121,0;145,2
FAC;;VTE/2021/06186;04/11/2021;BIBAUTFARG;SAIDI;163,16;195,79
FAC;;VTE/2021/04749;07/09/2021;RESTSAPINV;ADLER;224,4;269,28
FAC;;VTE/2021/04750;07/09/2021;RESTILLBOU;ADLER;163,2;195,84
FAC;;VTE/2021/04751;07/09/2021;ETAHOMBERT;CUREL;222,0;266,4
FAC;;VTE/2021/04752;07/09/2021;CAFESTMART;DELBA;113,2;135,84
FAC;;VTE/2021/04753;07/09/2021;LECARPEN76;HESS;110,7;132,84
FAC;;VTE/2021/04754;07/09/2021;BOULANTIOC;HELIN;181,0;217,2
FAC;;VTE/2021/04755;07/09/2021;SOFIVO;GASSM;328,0;393,6
FAC;;VTE/2021/04756;07/09/2021;WALUSA;GASSM;185,4;222,48
FAC;;VTE/2021/04757;07/09/2021;EPSNEUILLY;GASSM;1148,4;1378,08
FAC;;VTE/2021/04758;07/09/2021;CORAANDELN;ADLER;797,2;956,64
FAC;;VTE/2021/04759;07/09/2021;ARTCODBE59;HESS;117,71;141,25
FAC;;VTE/2021/04760;07/09/2021;RESTCHEZMO;ADLER;205,2;246,24
FAC;;VTE/2021/04761;07/09/2021;THEOBALDTR;GASSM;248,88;298,66
FAC;;VTE/2021/04762;07/09/2021;COIFFJOSE;LEYME;214,93;257,91
FAC;;VTE/2021/04763;07/09/2021;AVOBOUDRY;HELIN;203,4;244,08
FAC;;VTE/2021/04764;07/09/2021;INDEXT;ADLER;96,45;115,74
FAC;;VTE/2021/04765;07/09/2021;PAPRECGA28;DELBA;2461,36;2953,63
FAC;;VTE/2021/04766;07/09/2021;SNAMBUL;DELBA;92,7;111,24
FAC;;VTE/2021/06187;04/11/2021;3DENSISH68;WEISS;261,9;314,28
FAC;;VTE/2021/06188;04/11/2021;SNCFBISCH;DEVAL;2907,6;3489,12
FAC;;VTE/2021/06190;04/11/2021;SNCFBISCH;DEVAL;3331,2;3997,44
FAC;;/;;GENETLAC43;DELBA;18,0;21,6
FAC;;VTE/2021/06191;04/11/2021;GENETLAC43;DELBA;178,0;213,6
FAC;;VTE/2021/06192;08/11/2021;DENTCHARMI;ADLER;190,0;228,0
FAC;;VTE/2021/06194;09/11/2021;SABISTON94;POIRI;213,68;256,42
FAC;;VTE/2021/06195;09/11/2021;FORUMBIENE;ZMUDA;114,54;137,45
FAC;;VTE/2021/06196;09/11/2021;GOLFMORMAL;HELIN;326,0;391,2
FAC;;VTE/2021/06197;09/11/2021;FRERESMA68;BOUL;255,19;306,23
FAC;;VTE/2021/04784;07/09/2021;BISTROTSOM;BORDU;136,0;163,2
FAC;;VTE/2021/06198;09/11/2021;VHPTREMB28;DECRO;384,45;461,34
FAC;;VTE/2021/06199;09/11/2021;MTCESPAR83;DELBA;178,7;214,44
FAC;;VTE/2021/06200;09/11/2021;CEVALEO;DELBA;196,62;235,94
FAC;;VTE/2021/04768;07/09/2021;AGRIFOISSE;HELIN;146,6;175,92
FAC;;VTE/2021/04769;07/09/2021;PIGEONTP50;ADLER;754,0;904,8
FAC;;VTE/2021/04770;07/09/2021;TOTALACESS;HESS;104,55;125,46
FAC;;VTE/2021/04771;07/09/2021;HOTVENTES;ZMUDA;92,7;111,24
FAC;;VTE/2021/04772;07/09/2021;COMMGRAN88;ADLER;118,52;142,22
FAC;;VTE/2021/04773;07/09/2021;RESTAUPP88;ADLER;227,9;273,48
FAC;;VTE/2021/04774;07/09/2021;SOCIEUREP;BORDU;92,7;111,24
FAC;;VTE/2021/04775;07/09/2021;YANNICKM59;CUREL;116,73;140,07
FAC;;VTE/2021/04776;07/09/2021;LEROYCOIFF;HESS;109,8;131,76
FAC;;VTE/2021/04777;07/09/2021;OFB;ZMUDA;395,53;474,63
FAC;;VTE/2021/04778;07/09/2021;DRGOENS;HESS;92,0;110,4
FAC;;VTE/2021/04779;07/09/2021;COURTECUIS;HESS;159,59;191,5
FAC;;VTE/2021/04780;07/09/2021;JUNONGOU76;DELBA;237,5;285,0
FAC;;VTE/2021/04782;07/09/2021;CFDTMETA54;HESS;359,2;431,04
FAC;;VTE/2021/04783;07/09/2021;CABCAVOIZY;DELBA;92,7;111,24
FAC;;VTE/2021/04785;07/09/2021;ACFAUTOS33;BORDU;124,8;149,76
FAC;;VTE/2021/04786;07/09/2021;BWHOTRIS91;DELBA;196,0;235,2
FAC;;VTE/2021/04787;07/09/2021;DRGUIGUET;CUREL;85,92;103,1
FAC;;VTE/2021/04788;08/09/2021;MESSLAIT14;HESS;1728,0;2073,6
FAC;;VTE/2021/04789;08/09/2021;MARQSPINGL;GASSM;111,0;133,2
FAC;;VTE/2021/04790;08/09/2021;UNIVMEDEC;HESS;100,7;120,84
FAC;;VTE/2021/04791;08/09/2021;MAILESAVAN;GASSM;743,0;891,6
FAC;;VTE/2021/04792;08/09/2021;TREMOULE92;DELBA;180,63;216,76
FAC;;VTE/2021/04793;08/09/2021;EHPADROMAG;HESS;258,0;309,6
FAC;;VTE/2021/04794;08/09/2021;DUFOURMANT;DECRO;92,0;110,4
FAC;;VTE/2021/04795;08/09/2021;PHARMHOM57;HELIN;133,0;159,6
FAC;;VTE/2021/04796;08/09/2021;MAIHESSEN;GASSM;140,62;168,74
FAC;;VTE/2021/04797;08/09/2021;CAFERASCO;ZMUDA;369,0;442,8
FAC;;VTE/2021/04798;08/09/2021;FOLASTRE;LEYME;161,2;193,44
FAC;;VTE/2021/04799;08/09/2021;GENYINTSEL;GASSM;348,0;417,6
FAC;;VTE/2021/04800;08/09/2021;LEGDCHAR70;LEYME;247,0;296,4
FAC;;VTE/2021/04801;08/09/2021;MAICHAMIG;DELBA;104,84;125,81
FAC;;VTE/2021/04802;08/09/2021;SOLAGRI76;DELBA;102,74;123,29
FAC;;VTE/2021/04803;08/09/2021;CABLAEMMEL;ADLER;76,17;91,41
FAC;;VTE/2021/04804;08/09/2021;OPTIQUEAS;HESS;109,0;130,8
FAC;;VTE/2021/04847;09/09/2021;TRVMENUI69;CORIAT;291,78;350,14
FAC;;VTE/2021/06201;09/11/2021;MIERSMAN;BOUL;113,48;136,18
FAC;;VTE/2021/06202;09/11/2021;MALLETPH76;HESS;178,0;213,6
FAC;;VTE/2021/06203;09/11/2021;SASTRERE83;DECRO;110,7;132,84
FAC;;VTE/2021/06204;09/11/2021;ASSOGESTI;ADLER;225,0;270,0
FAC;;VTE/2021/06205;09/11/2021;ABBAYEFLAV;ADLER;135,68;162,82
FAC;;VTE/2021/06206;09/11/2021;UHFOOTBA59;DELBA;217,28;260,74
FAC;;VTE/2021/06207;09/11/2021;VEOLIASOPH;DECRO;188,26;225,91
FAC;;VTE/2021/06208;09/11/2021;ALTRALAL94;POIRI;110,7;132,84
