gl_naturepieceg;gl_souche;gl_numero;gl_numligne;gl_datepiece;gl_tiers;gl_representant;gl_codearticle;gl_puht;gl_puttc;gl_qtefact;gl_remiseligne;gl_montantht;gl_montantttc
FAC;;VTE/2021/05996;13;28/10/2021;SIAMWALL59;EVRARD;F035;25,55;30,66;1,0;0;25,55;30,66
FAC;;VTE/2021/05996;14;28/10/2021;SIAMWALL59;EVRARD;HY161;11,36;13,63;2,0;0;22,72;27,26
FAC;;VTE/2021/05996;15;28/10/2021;SIAMWALL59;EVRARD;P003;1,03;1,24;100,0;0;103,0;123,6
FAC;;VTE/2021/05996;16;28/10/2021;SIAMWALL59;EVRARD;HY232;23,84;28,61;2,0;0;47,68;57,22
FAC;;VTE/2021/05996;17;28/10/2021;SIAMWALL59;EVRARD;C063;11,06;13,27;4,0;0;44,24;53,09
FAC;;VTE/2021/05996;18;28/10/2021;SIAMWALL59;EVRARD;C065;10,95;13,14;6,0;0;65,7;78,84
FAC;;VTE/2021/05996;19;28/10/2021;SIAMWALL59;EVRARD;C060;13,25;15,9;6,0;0;79,5;95,4
FAC;;VTE/2021/05996;20;28/10/2021;SIAMWALL59;EVRARD;A300;84,5;101,4;2,0;0;169,0;202,8
FAC;;VTE/2021/05997;1;28/10/2021;MEDICALL62;EVRARD;U073;19,5;23,4;2,0;0;39,0;46,8
FAC;;VTE/2021/05997;2;28/10/2021;MEDICALL62;EVRARD;HY251;38,15;45,78;2,0;0;76,3;91,56
FAC;;VTE/2021/05997;3;28/10/2021;MEDICALL62;EVRARD;F354;9,17;11,0;1,0;0;9,17;11,0
FAC;;VTE/2021/05997;4;28/10/2021;MEDICALL62;EVRARD;F413;12,34;14,81;1,0;0;12,34;14,81
FAC;;VTE/2021/05997;5;28/10/2021;MEDICALL62;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/05997;6;28/10/2021;MEDICALL62;EVRARD;F015;5,16;6,19;1,0;0;5,16;6,19
FAC;;VTE/2021/05997;7;28/10/2021;MEDICALL62;EVRARD;F013;4,81;5,77;1,0;0;4,81;5,77
FAC;;VTE/2021/05997;8;28/10/2021;MEDICALL62;EVRARD;F024ASS;11,32;13,58;4,0;0;45,28;54,34
FAC;;VTE/2021/05997;9;28/10/2021;MEDICALL62;EVRARD;F430;24,15;28,98;1,0;0;24,15;28,98
FAC;;VTE/2021/05997;10;28/10/2021;MEDICALL62;EVRARD;F305;8,85;10,62;12,0;0;106,2;127,44
FAC;;VTE/2021/05997;11;28/10/2021;MEDICALL62;EVRARD;U019;16,3;19,56;1,0;0;16,3;19,56
FAC;;VTE/2021/05998;1;28/10/2021;PPISCINE31;AMSEL;RAMA 5;61,8;74,16;1,0;0;61,8;74,16
FAC;;VTE/2021/05998;2;28/10/2021;PPISCINE31;AMSEL;F050;35,02;42,02;1,0;0;35,02;42,02
FAC;;VTE/2021/05998;3;28/10/2021;PPISCINE31;AMSEL;HY004;27,6;33,12;1,0;0;27,6;33,12
FAC;;VTE/2021/05998;4;28/10/2021;PPISCINE31;AMSEL;F193;5,92;7,1;1,0;0;5,92;7,1
FAC;;VTE/2021/05998;5;28/10/2021;PPISCINE31;AMSEL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/05999;1;28/10/2021;VIGOUREUX;CORIAT;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/05999;2;28/10/2021;VIGOUREUX;CORIAT;HY002;267,06;320,47;1,0;0;267,06;320,47
FAC;;VTE/2021/06000;1;28/10/2021;PGIHABIG34;DUMON;SVC001;0;0;1,0;0;0;0
FAC;;VTE/2021/06000;2;28/10/2021;PGIHABIG34;DUMON;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/06000;3;28/10/2021;PGIHABIG34;DUMON;HY298;30,45;36,54;4,0;0;121,8;146,16
FAC;;VTE/2021/06000;4;28/10/2021;PGIHABIG34;DUMON;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06001;1;28/10/2021;INSAUTOT74;DONNE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06001;2;28/10/2021;INSAUTOT74;DONNE;F069;25,3;30,36;1,0;0;25,3;30,36
FAC;;VTE/2021/06001;3;28/10/2021;INSAUTOT74;DONNE;ENV2;0,15;0,18;200,0;0;30,0;36,0
FAC;;VTE/2021/06001;4;28/10/2021;INSAUTOT74;DONNE;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/06001;5;28/10/2021;INSAUTOT74;DONNE;U018;12,5;15,0;1,0;0;12,5;15,0
FAC;;VTE/2021/06002;1;28/10/2021;ESCORTMP31;AMSEL;A074;25,04;30,05;1,0;0;25,04;30,05
FAC;;VTE/2021/06002;2;28/10/2021;ESCORTMP31;AMSEL;A020;18,41;22,09;2,0;0;36,82;44,18
FAC;;VTE/2021/06002;3;28/10/2021;ESCORTMP31;AMSEL;A042;8,5;10,2;2,0;0;17,0;20,4
FAC;;VTE/2021/06002;4;28/10/2021;ESCORTMP31;AMSEL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06003;1;28/10/2021;XBMETALB68;WEISS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06003;2;28/10/2021;XBMETALB68;WEISS;C068;13,01;15,61;6,0;0;78,06;93,67
FAC;;VTE/2021/06003;3;28/10/2021;XBMETALB68;WEISS;C076ASS;25,15;30,18;1,0;0;25,15;30,18
FAC;;VTE/2021/06004;1;28/10/2021;MAIANICH59;EVRARD;P007;1,05;1,26;500,0;0;525,0;630,0
FAC;;VTE/2021/06004;2;28/10/2021;MAIANICH59;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06004;3;28/10/2021;MAIANICH59;EVRARD;P042;0,62;0,74;400,0;0;248,0;297,6
FAC;;VTE/2021/06005;1;28/10/2021;MAISONDRUS;DEVAL;TABL1;89,61;107,53;6,0;0;537,66;645,19
FAC;;VTE/2021/06005;2;28/10/2021;MAISONDRUS;DEVAL;F053;42,03;50,44;1,0;0;42,03;50,44
FAC;;VTE/2021/06005;3;28/10/2021;MAISONDRUS;DEVAL;F054;23,2;27,84;1,0;0;23,2;27,84
FAC;;VTE/2021/06005;4;28/10/2021;MAISONDRUS;DEVAL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06006;1;28/10/2021;VETDOUAR56;LESUR;SVC001;0;0;1,0;0;0;0
FAC;;VTE/2021/06006;2;28/10/2021;VETDOUAR56;LESUR;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06006;3;28/10/2021;VETDOUAR56;LESUR;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/06006;4;28/10/2021;VETDOUAR56;LESUR;F160ASS;80,92;97,1;1,0;0;80,92;97,1
FAC;;VTE/2021/06007;1;28/10/2021;SAPISOSAS;EVRARD;F045;4,15;4,98;1,0;0;4,15;4,98
FAC;;VTE/2021/06007;2;28/10/2021;SAPISOSAS;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06007;3;28/10/2021;SAPISOSAS;EVRARD;U016;27,9;33,48;3,0;0;83,7;100,44
FAC;;VTE/2021/06007;4;28/10/2021;SAPISOSAS;EVRARD;U008;23,0;27,6;3,0;0;69,0;82,8
FAC;;VTE/2021/06007;5;28/10/2021;SAPISOSAS;EVRARD;A199;74,85;89,82;1,0;0;74,85;89,82
FAC;;VTE/2021/06007;6;28/10/2021;SAPISOSAS;EVRARD;PELMETAL;8,1;9,72;5,0;0;40,5;48,6
FAC;;VTE/2021/06007;7;28/10/2021;SAPISOSAS;EVRARD;F053;42,03;50,44;1,0;0;42,03;50,44
FAC;;VTE/2021/06007;8;28/10/2021;SAPISOSAS;EVRARD;F035;25,55;30,66;3,0;0;76,65;91,98
FAC;;VTE/2021/06007;9;28/10/2021;SAPISOSAS;EVRARD;F231;25,65;30,78;6,0;0;153,9;184,68
FAC;;VTE/2021/06007;10;28/10/2021;SAPISOSAS;EVRARD;F119ASS;22,33;26,8;1,0;0;22,33;26,8
FAC;;VTE/2021/06007;11;28/10/2021;SAPISOSAS;EVRARD;F195;3,0;3,6;6,0;0;18,0;21,6
FAC;;VTE/2021/06007;12;28/10/2021;SAPISOSAS;EVRARD;F186;11,4;13,68;4,0;0;45,6;54,72
FAC;;VTE/2021/06007;13;28/10/2021;SAPISOSAS;EVRARD;F067;25,3;30,36;4,0;0;101,2;121,44
FAC;;VTE/2021/06007;14;28/10/2021;SAPISOSAS;EVRARD;A010;45,6;54,72;3,0;0;136,8;164,16
FAC;;VTE/2021/06007;15;28/10/2021;SAPISOSAS;EVRARD;A043;7,8;9,36;3,0;0;23,4;28,08
FAC;;VTE/2021/06007;16;28/10/2021;SAPISOSAS;EVRARD;F024ASS;11,32;13,58;2,0;0;22,64;27,17
FAC;;VTE/2021/06007;17;28/10/2021;SAPISOSAS;EVRARD;F012;15,04;18,05;1,0;0;15,04;18,05
FAC;;VTE/2021/06007;18;28/10/2021;SAPISOSAS;EVRARD;F413;12,34;14,81;4,0;0;49,36;59,23
FAC;;VTE/2021/06007;19;28/10/2021;SAPISOSAS;EVRARD;F181;11,4;13,68;4,0;0;45,6;54,72
FAC;;VTE/2021/06008;1;28/10/2021;BIOLANNE65;SAID;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06008;2;28/10/2021;BIOLANNE65;SAID;A004;92,29;110,75;1,0;0;92,29;110,75
FAC;;VTE/2021/06009;1;28/10/2021;AFFAIRBR82;VANDEL;P042;0,62;0,74;100,0;0;62,0;74,4
FAC;;VTE/2021/06009;2;28/10/2021;AFFAIRBR82;VANDEL;P003;1,03;1,24;100,0;0;103,0;123,6
FAC;;VTE/2021/06009;3;28/10/2021;AFFAIRBR82;VANDEL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06009;4;28/10/2021;AFFAIRBR82;VANDEL;HY430;79,0;94,8;1,0;0;79,0;94,8
FAC;;VTE/2021/06009;5;28/10/2021;AFFAIRBR82;VANDEL;HY180;67,0;80,4;1,0;0;67,0;80,4
FAC;;VTE/2021/06009;6;28/10/2021;AFFAIRBR82;VANDEL;HY144;40,15;48,18;1,0;0;40,15;48,18
FAC;;VTE/2021/06010;1;28/10/2021;BAREXPER69;CORIAT;U015;48,0;57,6;1,0;0;48,0;57,6
FAC;;VTE/2021/06010;2;28/10/2021;BAREXPER69;CORIAT;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06010;3;28/10/2021;BAREXPER69;CORIAT;U037;9,9;11,88;1,0;0;9,9;11,88
FAC;;VTE/2021/06011;1;28/10/2021;MAIFIGEAC;VANDEL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06011;2;28/10/2021;MAIFIGEAC;VANDEL;HY136;35,13;42,16;2,0;0;70,26;84,31
FAC;;VTE/2021/06011;3;28/10/2021;MAIFIGEAC;VANDEL;F429;9,5;11,4;10,0;0;95,0;114,0
FAC;;VTE/2021/06011;4;28/10/2021;MAIFIGEAC;VANDEL;LJC210297;77,0;92,4;1,0;0;77,0;92,4
FAC;;VTE/2021/06011;5;28/10/2021;MAIFIGEAC;VANDEL;A408;9,0;10,8;6,0;0;54,0;64,8
FAC;;VTE/2021/06011;6;28/10/2021;MAIFIGEAC;VANDEL;U008;23,0;27,6;1,0;0;23,0;27,6
FAC;;VTE/2021/06011;7;28/10/2021;MAIFIGEAC;VANDEL;PRRASS;69,81;83,77;1,0;0;69,81;83,77
FAC;;VTE/2021/06011;8;28/10/2021;MAIFIGEAC;VANDEL;U021;38,0;45,6;2,0;0;76,0;91,2
FAC;;VTE/2021/06011;9;28/10/2021;MAIFIGEAC;VANDEL;F024ASS;11,32;13,58;1,0;0;11,32;13,58
FAC;;VTE/2021/06012;1;28/10/2021;SERREPI13;LUKOW;A075;59,06;70,87;2,0;0;118,12;141,74
FAC;;VTE/2021/06012;2;28/10/2021;SERREPI13;LUKOW;PELMBOIS;23,1;27,72;1,0;0;23,1;27,72
FAC;;VTE/2021/06012;3;28/10/2021;SERREPI13;LUKOW;A147;35,31;42,37;1,0;0;35,31;42,37
FAC;;VTE/2021/06012;4;28/10/2021;SERREPI13;LUKOW;A112;38,95;46,74;1,0;0;38,95;46,74
FAC;;VTE/2021/06012;5;28/10/2021;SERREPI13;LUKOW;A189;36,84;44,21;3,0;0;110,52;132,62
FAC;;VTE/2021/06012;6;28/10/2021;SERREPI13;LUKOW;A043;7,8;9,36;2,0;0;15,6;18,72
FAC;;VTE/2021/06012;7;28/10/2021;SERREPI13;LUKOW;A171B;63,8;76,56;1,0;0;63,8;76,56
FAC;;VTE/2021/06012;8;28/10/2021;SERREPI13;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06012;9;28/10/2021;SERREPI13;LUKOW;HY165;67,46;80,95;2,0;0;134,92;161,9
FAC;;VTE/2021/06012;10;28/10/2021;SERREPI13;LUKOW;A090;16,7;20,04;1,0;0;16,7;20,04
FAC;;VTE/2021/06012;11;28/10/2021;SERREPI13;LUKOW;HY241;24,5;29,4;2,0;0;49,0;58,8
FAC;;VTE/2021/06012;12;28/10/2021;SERREPI13;LUKOW;PRSASS;63,81;76,57;1,0;0;63,81;76,57
FAC;;VTE/2021/06013;1;28/10/2021;CHEZMARC68;WEISS;A020;18,41;22,09;1,0;0;18,41;22,09
FAC;;VTE/2021/06013;2;28/10/2021;CHEZMARC68;WEISS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06013;3;28/10/2021;CHEZMARC68;WEISS;HY031;24,7;29,64;6,0;0;148,2;177,84
FAC;;VTE/2021/06013;4;28/10/2021;CHEZMARC68;WEISS;P005;1,39;1,67;100,0;0;139,0;166,8
FAC;;VTE/2021/06014;1;28/10/2021;DELAMARIN;LELEU;F417;16,4;19,68;1,0;0;16,4;19,68
FAC;;VTE/2021/06014;2;28/10/2021;DELAMARIN;LELEU;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06014;3;28/10/2021;DELAMARIN;LELEU;CHEPL1;20,26;24,31;1,0;0;20,26;24,31
FAC;;VTE/2021/06014;4;28/10/2021;DELAMARIN;LELEU;F349ASS;11,61;13,93;1,0;0;11,61;13,93
FAC;;VTE/2021/06014;5;28/10/2021;DELAMARIN;LELEU;F069;25,3;30,36;1,0;0;25,3;30,36
FAC;;VTE/2021/06014;6;28/10/2021;DELAMARIN;LELEU;F004;32,5;39,0;1,0;0;32,5;39,0
FAC;;VTE/2021/06015;1;28/10/2021;ALLIANCEPA;SAID;A042;8,5;10,2;20,0;0;170,0;204,0
FAC;;VTE/2021/06015;2;28/10/2021;ALLIANCEPA;SAID;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06015;3;28/10/2021;ALLIANCEPA;SAID;HY231;35,9;43,08;24,0;0;861,6;1033,92
FAC;;VTE/2021/06015;4;28/10/2021;ALLIANCEPA;SAID;LJC6438;77,0;92,4;1,0;0;77,0;92,4
FAC;;VTE/2021/06015;5;28/10/2021;ALLIANCEPA;SAID;HY200;10,85;13,02;5,0;0;54,25;65,1
FAC;;VTE/2021/06015;6;28/10/2021;ALLIANCEPA;SAID;HY202;10,85;13,02;5,0;0;54,25;65,1
FAC;;VTE/2021/06015;7;28/10/2021;ALLIANCEPA;SAID;A043;7,8;9,36;20,0;0;156,0;187,2
FAC;;VTE/2021/06016;1;28/10/2021;SAMATLEGRA;LELEU;HY060;72,45;86,94;10,0;0;724,5;869,4
FAC;;VTE/2021/06017;1;28/10/2021;TONNMOND33;SAID;ENV4;0,16;0,19;500,0;0;80,0;96,0
FAC;;VTE/2021/06017;2;28/10/2021;TONNMOND33;SAID;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06017;3;28/10/2021;TONNMOND33;SAID;P042;0,62;0,74;400,0;0;248,0;297,6
FAC;;VTE/2021/06018;1;28/10/2021;FORMASUP69;CORIAT;XHYG;43,92;52,7;7,0;0;307,44;368,93
FAC;;VTE/2021/06018;2;28/10/2021;FORMASUP69;CORIAT;XHYG;9,8;11,76;50,0;0;490,0;588,0
FAC;;VTE/2021/06018;3;28/10/2021;FORMASUP69;CORIAT;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06018;4;28/10/2021;FORMASUP69;CORIAT;XHYG;18,0;21,6;50,0;0;900,0;1080,0
FAC;;VTE/2021/06019;1;28/10/2021;ISDEXPRE67;LUTZ;ENV15;0,52;0,62;200,0;0;104,0;124,8
FAC;;VTE/2021/06019;2;28/10/2021;ISDEXPRE67;LUTZ;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06019;3;28/10/2021;ISDEXPRE67;LUTZ;ENV37;2,07;2,48;100,0;0;207,0;248,4
FAC;;VTE/2021/06019;4;28/10/2021;ISDEXPRE67;LUTZ;ENV31;1,14;1,37;100,0;0;114,0;136,8
FAC;;VTE/2021/06019;5;28/10/2021;ISDEXPRE67;LUTZ;ENV3;0,16;0,19;1000,0;0;160,0;192,0
FAC;;VTE/2021/06019;6;28/10/2021;ISDEXPRE67;LUTZ;ENV8;0,33;0,4;1000,0;0;330,0;396,0
FAC;;VTE/2021/06019;7;28/10/2021;ISDEXPRE67;LUTZ;ENV27;0,6;0,72;250,0;0;150,0;180,0
FAC;;VTE/2021/06020;1;28/10/2021;BRICORAE27;LELEU;U075;22,1;26,52;2,0;0;44,2;53,04
FAC;;VTE/2021/06020;2;28/10/2021;BRICORAE27;LELEU;U072;18,7;22,44;1,0;0;18,7;22,44
FAC;;VTE/2021/06020;3;28/10/2021;BRICORAE27;LELEU;U070;61,6;73,92;1,0;0;61,6;73,92
FAC;;VTE/2021/06020;4;28/10/2021;BRICORAE27;LELEU;U073;19,5;23,4;2,0;0;39,0;46,8
FAC;;VTE/2021/06020;5;28/10/2021;BRICORAE27;LELEU;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06020;6;28/10/2021;BRICORAE27;LELEU;U037;9,9;11,88;1,0;0;9,9;11,88
FAC;;VTE/2021/06020;7;28/10/2021;BRICORAE27;LELEU;U023;29,7;35,64;6,0;0;178,2;213,84
FAC;;VTE/2021/06021;1;28/10/2021;PASSIONS68;WEISS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06021;2;28/10/2021;PASSIONS68;WEISS;HY001;160,55;192,66;1,0;0;160,55;192,66
FAC;;VTE/2021/06022;1;28/10/2021;REGIONALSA;LUTZ;HY013;14,5;17,4;10,0;0;145,0;174,0
FAC;;VTE/2021/06022;2;28/10/2021;REGIONALSA;LUTZ;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06022;3;28/10/2021;REGIONALSA;LUTZ;PELMBOIS;23,1;27,72;2,0;0;46,2;55,44
FAC;;VTE/2021/06022;4;28/10/2021;REGIONALSA;LUTZ;A044;10,91;13,09;2,0;0;21,82;26,18
FAC;;VTE/2021/06022;5;28/10/2021;REGIONALSA;LUTZ;P005;1,39;1,67;100,0;0;139,0;166,8
FAC;;VTE/2021/06022;6;28/10/2021;REGIONALSA;LUTZ;A210;93,85;112,62;1,0;0;93,85;112,62
FAC;;VTE/2021/06023;1;28/10/2021;SETEM;SAIDI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06023;2;28/10/2021;SETEM;SAIDI;LJC10557;84,7;101,64;3,0;0;254,1;304,92
FAC;;VTE/2021/06024;1;28/10/2021;MAILADIVIL;MENIRI;SVC005;0;0;1,0;0;0;0
FAC;;VTE/2021/06024;2;28/10/2021;MAILADIVIL;MENIRI;HY172BCE;17,3;20,76;2,0;0;34,6;41,52
FAC;;VTE/2021/06024;3;28/10/2021;MAILADIVIL;MENIRI;HY031;24,7;29,64;2,0;0;49,4;59,28
FAC;;VTE/2021/06024;4;28/10/2021;MAILADIVIL;MENIRI;HY013;14,5;17,4;6,0;0;87,0;104,4
FAC;;VTE/2021/06024;5;28/10/2021;MAILADIVIL;MENIRI;HY004;27,6;33,12;2,0;0;55,2;66,24
FAC;;VTE/2021/06024;6;28/10/2021;MAILADIVIL;MENIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06025;1;28/10/2021;COSTEDOAT;SAID;A042;9,35;11,22;1,0;0;9,35;11,22
FAC;;VTE/2021/06025;2;28/10/2021;COSTEDOAT;SAID;HY005;50,48;60,58;6,0;0;302,88;363,46
FAC;;VTE/2021/06025;3;28/10/2021;COSTEDOAT;SAID;A012;71,12;85,34;1,0;0;71,12;85,34
FAC;;VTE/2021/06025;4;28/10/2021;COSTEDOAT;SAID;A112;42,85;51,42;1,0;0;42,85;51,42
FAC;;VTE/2021/06025;5;28/10/2021;COSTEDOAT;SAID;A147;38,84;46,61;1,0;0;38,84;46,61
FAC;;VTE/2021/06025;6;28/10/2021;COSTEDOAT;SAID;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06026;1;28/10/2021;SOACONTRES;JOBBI;HY156ASS;18,54;22,25;18,0;0;333,72;400,46
FAC;;VTE/2021/06026;2;28/10/2021;SOACONTRES;JOBBI;HY231;39,49;47,39;8,0;0;315,92;379,1
FAC;;VTE/2021/06026;3;28/10/2021;SOACONTRES;JOBBI;U032;17,9;21,48;1,0;0;17,9;21,48
FAC;;VTE/2021/06026;4;28/10/2021;SOACONTRES;JOBBI;F068;27,83;33,4;6,0;0;166,98;200,38
FAC;;VTE/2021/06026;5;28/10/2021;SOACONTRES;JOBBI;F415;16,31;19,57;1,0;0;16,31;19,57
FAC;;VTE/2021/06026;6;28/10/2021;SOACONTRES;JOBBI;HY254;15,46;18,55;8,0;0;123,68;148,42
FAC;;VTE/2021/06026;7;28/10/2021;SOACONTRES;JOBBI;U074;30,3;36,36;3,0;0;90,9;109,08
FAC;;VTE/2021/06027;1;28/10/2021;MAILAFITTE;VANDEL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06027;2;28/10/2021;MAILAFITTE;VANDEL;HY231;35,9;43,08;1,0;0;35,9;43,08
FAC;;VTE/2021/06027;3;28/10/2021;MAILAFITTE;VANDEL;HY001;160,55;192,66;1,0;0;160,55;192,66
FAC;;VTE/2021/06028;1;28/10/2021;GILLAUTO57;LEONE;HY190;16,2;19,44;4,0;0;64,8;77,76
FAC;;VTE/2021/06028;2;28/10/2021;GILLAUTO57;LEONE;HY191;16,2;19,44;4,0;0;64,8;77,76
FAC;;VTE/2021/06028;3;28/10/2021;GILLAUTO57;LEONE;HY192;16,2;19,44;4,0;0;64,8;77,76
FAC;;VTE/2021/06028;4;28/10/2021;GILLAUTO57;LEONE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06033;1;29/10/2021;AFADPARI75;HELIN;HY023;21,36;25,63;4,0;0;85,44;102,53
FAC;;VTE/2021/06033;2;29/10/2021;AFADPARI75;HELIN;RAMARO;26,0;31,2;2,0;0;52,0;62,4
FAC;;VTE/2021/06033;3;29/10/2021;AFADPARI75;HELIN;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06033;4;29/10/2021;AFADPARI75;HELIN;RAMA;18,0;21,6;30,0;0;540,0;648,0
FAC;;VTE/2021/06034;1;02/11/2021;SECRETCO75;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06034;2;02/11/2021;SECRETCO75;DELBA;XHYG;26,4;31,68;1,0;0;26,4;31,68
FAC;;VTE/2021/06034;3;02/11/2021;SECRETCO75;DELBA;D044;86,0;103,2;1,0;0;86,0;103,2
FAC;;VTE/2021/06035;1;02/11/2021;IMMOACKERL;ADLER;CHEPL1;23,9;28,68;2,0;0;47,8;57,36
FAC;;VTE/2021/06035;2;02/11/2021;IMMOACKERL;ADLER;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/06036;1;02/11/2021;NOUVTEND68;WEISS;Delivery_009;9,0;10,8;1,0;0;9,0;10,8
FAC;;VTE/2021/06036;2;02/11/2021;NOUVTEND68;WEISS;TB027;6,7;8,04;15,0;0;100,5;120,6
FAC;;VTE/2021/06037;1;02/11/2021;VIDEMUSC94;THOMA;POCH4;1,58;1,9;2,0;0;3,16;3,79
FAC;;VTE/2021/06037;2;02/11/2021;VIDEMUSC94;THOMA;POCH9;3,93;4,72;2,0;0;7,86;9,43
FAC;;VTE/2021/06037;3;02/11/2021;VIDEMUSC94;THOMA;F339ASS;17,73;21,28;2,0;0;35,46;42,55
FAC;;VTE/2021/06037;4;02/11/2021;VIDEMUSC94;THOMA;F013;6,31;7,57;1,0;0;6,31;7,57
FAC;;VTE/2021/06037;5;02/11/2021;VIDEMUSC94;THOMA;HY500;72,75;87,3;2,0;0;145,5;174,6
FAC;;VTE/2021/06037;6;02/11/2021;VIDEMUSC94;THOMA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06038;1;02/11/2021;GEFCOGDQ76;LELEU;F012;15,04;18,05;1,0;0;15,04;18,05
FAC;;VTE/2021/06038;2;02/11/2021;GEFCOGDQ76;LELEU;F068;32,75;39,3;1,0;0;32,75;39,3
FAC;;VTE/2021/06038;3;02/11/2021;GEFCOGDQ76;LELEU;F310;20,5;24,6;1,0;0;20,5;24,6
FAC;;VTE/2021/06038;4;02/11/2021;GEFCOGDQ76;LELEU;F311;20,5;24,6;1,0;0;20,5;24,6
FAC;;VTE/2021/06038;5;02/11/2021;GEFCOGDQ76;LELEU;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06038;6;02/11/2021;GEFCOGDQ76;LELEU;F041;25,4;30,48;1,0;0;25,4;30,48
FAC;;VTE/2021/06043;1;03/11/2021;VERLINDEVE;LELEU;POCH8;2,54;3,05;30,0;0;76,2;91,44
FAC;;VTE/2021/06043;2;03/11/2021;VERLINDEVE;LELEU;F020;11,32;13,58;2,0;0;22,64;27,17
FAC;;VTE/2021/06043;3;03/11/2021;VERLINDEVE;LELEU;F062;11,53;13,84;1,0;0;11,53;13,84
FAC;;VTE/2021/06043;4;03/11/2021;VERLINDEVE;LELEU;F061;19,3;23,16;1,0;0;19,3;23,16
FAC;;VTE/2021/06043;5;03/11/2021;VERLINDEVE;LELEU;F239ASS;25,65;30,78;1,0;0;25,65;30,78
FAC;;VTE/2021/06043;6;03/11/2021;VERLINDEVE;LELEU;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06043;7;03/11/2021;VERLINDEVE;LELEU;CHEPL1;20,26;24,31;3,0;0;60,78;72,94
FAC;;VTE/2021/06044;1;03/11/2021;CAVESGRENE;DELBA;LJC210148;77,0;92,4;5,0;0;385,0;462,0
FAC;;VTE/2021/06044;2;03/11/2021;CAVESGRENE;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/06044;3;03/11/2021;CAVESGRENE;DELBA;RA55AL;34,15;40,98;10,0;0;341,5;409,8
FAC;;VTE/2021/06044;4;03/11/2021;CAVESGRENE;DELBA;RACSOL75;25,9;31,08;10,0;0;259,0;310,8
FAC;;VTE/2021/06044;5;03/11/2021;CAVESGRENE;DELBA;HY240;13,73;16,48;4,0;0;54,92;65,9
FAC;;VTE/2021/06044;6;03/11/2021;CAVESGRENE;DELBA;HY242;11,25;13,5;10,0;0;112,5;135,0
